"Song.Name","Song.Length","Album","Artist","Date.Released","Tags"
"Help Me (Instrumental)","3:58","Her Private Life, Pt. 1 (Original Television Soundtrack)","(G)I-dle","11 April 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay","Oh oh keep runnin' and runnin' and","Relay - Single","(G)I-dle","19 November 2018","2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay (Inst.)","Add lyrics on Musixmatch","Relay - Single","(G)I-dle","19 November 2018","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I DO [Explicit]","Add lyrics on Musixmatch","HEAT [Explicit]","(G)I-dle","5 October 2023","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I WANT THAT","2:45","HEAT [Explicit]","(G)I-dle","5 October 2023","dance;vocal;k-pop;english;future house;2023;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Eyes Roll [Explicit]","Add lyrics on Musixmatch","HEAT [Explicit]","(G)I-dle","5 October 2023","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"FLIP IT","3:00","HEAT [Explicit]","(G)I-dle","5 October 2023","rap;pop;hip-hop;english;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"TALL TREES","2:45","HEAT [Explicit]","(G)I-dle","5 October 2023","english;2023;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Oh My God (Japanese Version)","Add lyrics on Musixmatch","Oh my god (Japanese Version)","(G)I-dle","19 August 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I DO [Clean] [Clean]","Add lyrics on Musixmatch","HEAT [Clean] [Clean]","(G)I-dle","6 October 2023","k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I WANT THAT","2:45","HEAT [Clean] [Clean]","(G)I-dle","6 October 2023","dance;vocal;k-pop;english;future house;2023;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"EYES ROLL","3:00","HEAT [Clean] [Clean]","(G)I-dle","6 October 2023","english;2023;pop;house;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"FLIP IT","3:00","HEAT [Clean] [Clean]","(G)I-dle","6 October 2023","rap;pop;hip-hop;english;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"TALL TREES","2:45","HEAT [Clean] [Clean]","(G)I-dle","6 October 2023","english;2023;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LATATA","3:22","I am","(G)I-dle","2 May 2018","k-pop;2018;dance;debut;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"$$$","3:31","I am","(G)I-dle","2 May 2018","k-pop;dance;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"MAZE","3:20","I am","(G)I-dle","2 May 2018","k-pop;house;2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"DON'T TEXT ME","3:36","I am","(G)I-dle","2 May 2018","k-pop;hip-hop;trap;2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"What’s in your house?","Yeah it's a fascination","I am","(G)I-dle","2 May 2018","bop;love at first listen;soojin;better than your favs;this talks me off the edge;gidle;2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Hear Me","3:56","I am","(G)I-dle","2 May 2018","2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HANN (Alone)","Remember what you said? (Said)","Hann (Alone)","(G)I-dle","1 track","k-pop;dance;korean;girl group;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Help Me","3:58","Her Private Life, Pt. 1 (Original Television Soundtrack) - Single","(G)I-dle","11 April 2019","k-pop;2019;herprivatelife;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Help Me (Instrumental)","3:58","Her Private Life, Pt. 1 (Original Television Soundtrack) - Single","(G)I-dle","11 April 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay (hue Remix)","Add lyrics on Musixmatch","Relay : Remixes - Single","(G)I-dle","9 February 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"달려! Relay - iLYKE to Run Run Remix","3:36","Relay : Remixes - Single","(G)I-dle","9 February 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Show","3:11","Sugar Man 3, EPISODE.8 - EP","(G)I-dle","1 February 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Our Little Promise","4:29","Sugar Man 3, EPISODE.8 - EP","(G)I-dle","1 February 2020","korean;ballad;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Show (Instrumental)","3:11","Sugar Man 3, EPISODE.8 - EP","(G)I-dle","1 February 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Our Little Promise (Instrumental)","4:29","Sugar Man 3, EPISODE.8 - EP","(G)I-dle","1 February 2020","korean;ballad;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"TOMBOY","2:54","Tomboy","(G)I-dle","1 track, 2:54","k-pop;rock;pop rock;punk;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Uh-Oh","3:27","Uh-Oh","(G)I-dle","26 June 2019","kpop;hip-hop;k-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"i'M THE TREND","3:25","i'M THE TREND","(G)I-dle","7 July 2020","k-pop;korean;kpop;masterpiece;2020;life changing;minnie🥶🥶;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I DO","3:10","HEAT [Clean]","(G)I-dle","8 September 2023","g idle always slays;pop;english;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Track 2","Add lyrics on Musixmatch","HEAT [Clean]","(G)I-dle","8 September 2023","k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Track 3","Add lyrics on Musixmatch","HEAT [Clean]","(G)I-dle","8 September 2023","k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Track 4","Add lyrics on Musixmatch","HEAT [Clean]","(G)I-dle","8 September 2023","k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Track 5","Add lyrics on Musixmatch","HEAT [Clean]","(G)I-dle","8 September 2023","k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Super Lady","독하다 해, that's my name","Super Lady","(G)I-dle","5 September 2036","k-pop;pop;kpop;rock;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Allergy","2:42","Allergy","(G)I-dle","5 September 2036","korean;english;k-pop;pop rock;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HANN (Alone in winter)","2:55","I burn","(G)I-dle","9 January 2021","sad;masterpiece;holy shit;best song;2021;piece of art;very underrated;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HWAA","3:17","I burn","(G)I-dle","9 January 2021","k-pop;fire;traditional instruments;2021;skz couldnt do this;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"MOON","3:20","I burn","(G)I-dle","9 January 2021","k-pop;hard;banger;greatest song of all time;2021;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Where is love","2:57","I burn","(G)I-dle","9 January 2021","2021;k-pop;korean;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Lost","3:01","I burn","(G)I-dle","9 January 2021","2021;beautiful;korean;dreamy;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Dahlia","3:10","I burn","(G)I-dle","9 January 2021","k-pop;female vocalist;pop;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Latata (Japanese Version)","Add lyrics on Musixmatch","LATATA","(G)I-dle","29 July 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Light My Fire","3:51","LATATA","(G)I-dle","29 July 2019","2019;life changing;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Maze (Japanese Version)","Add lyrics on Musixmatch","LATATA","(G)I-dle","29 July 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"For You","3:44","LATATA","(G)I-dle","29 July 2019","2019;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"POP/STARS (feat. Jaira Burns)","3:11","POP/STARS (feat. Jaira Burns) - Single","(G)I-dle","3 November 2018","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"i'M THE TREND","3:25","i'M THE TREND","(G)I-dle","7 July 2020","k-pop;korean;kpop;masterpiece;2020;life changing;minnie🥶🥶;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"The Baddest (feat. Bea Miller & League of Legends)","2:42","The Baddest (feat. Bea Miller & League of Legends) - Single","(G)I-dle","28 August 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Help Me","3:58","Her Private Life (Original Television Soundtrack), Pt. 1","(G)I-dle","11 April 2019","k-pop;2019;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Help Me","3:58","Her Private Life (Original Television Soundtrack), Pt. 1","(G)I-dle","11 April 2019","k-pop;2019;herprivatelife;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HWAA (English Version)","3:17","HWAA","(G)I-dle","27 January 2021","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HWAA (Chinese Version)","3:17","HWAA","(G)I-dle","27 January 2021","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"More (feat. Lexie Liu, Jaira Burns, Seraphine & League of Legends)","3:37","MORE (feat. Lexie Liu, Jaira Burns, Seraphine & League of Legends) - Single","(G)I-dle","28 October 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Latata (Japanese Version)","Add lyrics on Musixmatch","LATATA (Japanese Version)","(G)I-dle","28 June 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay","Oh oh keep runnin' and runnin' and","Relay","(G)I-dle","2 tracks","2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay (Inst.)","Add lyrics on Musixmatch","Relay","(G)I-dle","2 tracks","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay (hue Remix)","Add lyrics on Musixmatch","Relay : Remixes","(G)I-dle","2 tracks","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay (iLYKE to Run Run Remix)","It's alright alright yeah 너와 나","Relay : Remixes","(G)I-dle","2 tracks","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Oh My God (Japanese Version)","Add lyrics on Musixmatch","Oh my god (Japanese Version)","(G)I-dle","19 August 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Help Me","3:58","Her Private Life (Original Television Soundtrack), Pt. 1","(G)I-dle","11 April 2019","k-pop;2019;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Help Me","3:58","Her Private Life (Original Television Soundtrack), Pt. 1","(G)I-dle","11 April 2019","k-pop;2019;herprivatelife;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I DO","3:10","Heat digipack","(G)I-dle","5 tracks, 14:55","g idle always slays;pop;english;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I WANT THAT","2:45","Heat digipack","(G)I-dle","5 tracks, 14:55","dance;vocal;k-pop;english;future house;2023;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"EYES ROLL","3:00","Heat digipack","(G)I-dle","5 tracks, 14:55","english;2023;pop;house;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"FLIP IT","3:00","Heat digipack","(G)I-dle","5 tracks, 14:55","rap;pop;hip-hop;english;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Tall threes","3:00","Heat digipack","(G)I-dle","5 tracks, 14:55","k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Intro","1:19","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;trance;korean;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Scream","3:24","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;pop rock;kpop;rock;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Tension","3:11","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;pop rock;kpop;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Red Sun","3:05","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;pop rock;kpop;korean;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Black or White","3:24","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;power pop;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Jazz Bar","3:34","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","pop rock;jazz;k-pop;rnb;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"SAHARA","3:10","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","happy face entertainment;pop rock;k-pop;kpop;side track;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"In the Frozen","3:16","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","kpop;psytrance;k-pop;pop rock;trap;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"새벽","3:03","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;rock;kpop;korean;pop;pop rock;k-rock;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Full Moon","3:09","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;korean;kpop;pop rock;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"하늘을 넘어","3:18","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;rock;kpop;korean;pop;pop rock;k-rock;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"OUTRO","1:03","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;rock;kpop;korean;pop;pop rock;k-rock;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Scream (Inst.)","3:24","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;rock;kpop;korean;pop;pop rock;k-rock;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Paradise","4:03","1st Album [Dystopia : The Tree of Language]","Dreamcatcher","18 February 2020","k-pop;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Intro","1:19","[Dystopia : Lose Myself]","Dreamcatcher","17 August 2020","k-pop;trance;korean;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"BOCA","내려쳐라 thunder, drop thunder 굳게","[Dystopia : Lose Myself]","Dreamcatcher","17 August 2020","rock;pop rock;k-pop;kpop;2020;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Break The Wall","Come on, save your world","[Dystopia : Lose Myself]","Dreamcatcher","17 August 2020","rock;epic;pop rock;amazing;k-pop;kpop;numetal;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Can't get you out of my mind","It's up to you to realize","[Dystopia : Lose Myself]","Dreamcatcher","17 August 2020","kpop;k-pop;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Dear","Add lyrics on Musixmatch","[Dystopia : Lose Myself]","Dreamcatcher","17 August 2020","k-pop;kpop;korean;ballad;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"BOCA (Instrumental)","Add lyrics on Musixmatch","[Dystopia : Lose Myself]","Dreamcatcher","17 August 2020","k-pop;rock;korean;kpop;pop;pop rock;k-rock;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Intro","1:19","The End of Nightmare","Dreamcatcher","12 February 2019","k-pop;trance;korean;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"PIRI","3:26","The End of Nightmare","Dreamcatcher","12 February 2019","rock;k-pop;korean;kpop;2019;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Diamond","3:21","The End of Nightmare","Dreamcatcher","12 February 2019","k-pop;kpop;liked;rock;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"And there was no one left","2:52","The End of Nightmare","Dreamcatcher","12 February 2019","k-pop;kpop;liked;rock;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Daydream","3:32","The End of Nightmare","Dreamcatcher","12 February 2019","k-pop;kpop;liked;acoustic;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"PIRI","3:26","The End of Nightmare","Dreamcatcher","12 February 2019","rock;k-pop;korean;kpop;2019;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Intro","1:19","Raid of Dream","Dreamcatcher","17 September 2019","k-pop;trance;korean;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"Deja Vu","3:44","Raid of Dream","Dreamcatcher","17 September 2019","pops in seoul;metal;rock;pop rock;k-pop;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
"The Curse of the Spider","3:10","Raid of Dream","Dreamcatcher","17 September 2019","rock;pop rock;k-pop;amazing;k-pop;rock;kpop;korean;pop rock;pop;k-rock;j-pop;trance;metal"
